"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
54,"City of Greenwood Village Councilmember District 4 (Vote For 2)","Judith M. Hilton","",567,31.75,6307,1521,4,4,"0","0"
55,"City of Littleton Council Member at Large (Vote For 2)","Kyle Schlachter","",5004,25.41,31585,10597,33,33,"0","0"
56,"City of Littleton Council Member at Large (Vote For 2)","Karina Elrod","",5112,25.95,31585,10597,33,33,"0","0"
57,"City of Littleton Council Member at Large (Vote For 2)","Doug Clark","",4896,24.86,31585,10597,33,33,"0","0"
58,"City of Littleton Council Member at Large (Vote For 2)","Carol Brzeczek","",4684,23.78,31585,10597,33,33,"0","0"
59,"City of Littleton Council Member District I (Vote For 1)","Patrick Driscoll","",1330,56.74,10296,3313,10,10,"0","0"
60,"City of Littleton Council Member District I (Vote For 1)","Kama Suddath","",1014,43.26,10296,3313,10,10,"0","0"
61,"City of Littleton Council Member District III (Vote For 1)","Phil Cernanec","",1446,40.84,11106,4203,11,11,"0","0"
62,"City of Littleton Council Member District III (Vote For 1)","Carol Fey","",1850,52.25,11106,4203,11,11,"0","0"
63,"City of Littleton Council Member District III (Vote For 1)","Steven Esses","",245,6.92,11106,4203,11,11,"0","0"
64,"City of Sheridan Mayor (Vote For 1)","Tara Beiter-Fluhr","",278,34.19,3596,853,3,3,"0","0"
65,"City of Sheridan Mayor (Vote For 1)","Cecilia Carpenter","",111,13.65,3596,853,3,3,"0","0"
66,"City of Sheridan Mayor (Vote For 1)","Vernon Pishna","",86,10.58,3596,853,3,3,"0","0"
67,"City of Sheridan Mayor (Vote For 1)","Ernie Camacho","",193,23.74,3596,853,3,3,"0","0"
68,"City of Sheridan Mayor (Vote For 1)","David Black","",145,17.84,3596,853,3,3,"0","0"
69,"City of Sheridan City Council Member Ward 1 (Vote For 1)","Leon Hartness","",102,47.44,1416,314,1,1,"0","0"
70,"City of Sheridan City Council Member Ward 1 (Vote For 1)","R. Landau de Laguna","",113,52.56,1416,314,1,1,"0","0"
71,"City of Sheridan City Council Member Ward 2 (Vote For 1)","Bobbie Mooney","",196,100.00,2815,638,2,2,"0","0"
72,"Adams-Arapahoe School District 28J Board of Directors At-Large (Vote For 4)","Kevin Cox","",11006,16.58,101377,20422,98,98,"0","0"
73,"Adams-Arapahoe School District 28J Board of Directors At-Large (Vote For 4)","Debbie Gerkin","",10836,16.32,101377,20422,98,98,"0","0"
74,"Adams-Arapahoe School District 28J Board of Directors At-Large (Vote For 4)","Gail Pough","",6390,9.63,101377,20422,98,98,"0","0"
75,"Adams-Arapahoe School District 28J Board of Directors At-Large (Vote For 4)","Jane F. Barber","",4706,7.09,101377,20422,98,98,"0","0"
76,"Adams-Arapahoe School District 28J Board of Directors At-Large (Vote For 4)","Miguel In Suk Lovato","",5887,8.87,101377,20422,98,98,"0","0"
77,"Adams-Arapahoe School District 28J Board of Directors At-Large (Vote For 4)","Kyla Alysia Armstrong-Romero","",10041,15.13,101377,20422,98,98,"0","0"
78,"Adams-Arapahoe School District 28J Board of Directors At-Large (Vote For 4)","Lea Steed","",4144,6.24,101377,20422,98,98,"0","0"
79,"Adams-Arapahoe School District 28J Board of Directors At-Large (Vote For 4)","Marques Alexander Ivey","",8670,13.06,101377,20422,98,98,"0","0"
80,"Adams-Arapahoe School District 28J Board of Directors At-Large (Vote For 4)","Barbara J. Yamrick","",4697,7.08,101377,20422,98,98,"0","0"
81,"Bennett School District 29J School Director at Large (Vote For 2)","Zebulen A. Petre","",223,25.23,2092,696,3,3,"0","0"
82,"Bennett School District 29J School Director at Large (Vote For 2)","James DuBois","",269,30.43,2092,696,3,3,"0","0"
83,"Bennett School District 29J School Director at Large (Vote For 2)","Kyle Meyer","",392,44.34,2092,696,3,3,"0","0"
84,"Byers School District 32J School Board Director (Vote For 3)","Jay Bauer","",274,33.33,1444,422,1,1,"0","0"
85,"Byers School District 32J School Board Director (Vote For 3)","Donna J. Sauer","",277,33.70,1444,422,1,1,"0","0"
86,"Byers School District 32J School Board Director (Vote For 3)","Charles ''Charlie'' Tucker","",271,32.97,1444,422,1,1,"0","0"
87,"Englewood School District School Board Director (Vote For 3)","Todd Fahnestock","",1631,15.74,21430,5395,22,22,"0","0"
88,"Englewood School District School Board Director (Vote For 3)","Jennifer Hubbard","",2591,25.00,21430,5395,22,22,"0","0"
89,"Englewood School District School Board Director (Vote For 3)","Carl Montegna Jr.","",1260,12.16,21430,5395,22,22,"0","0"
90,"Englewood School District School Board Director (Vote For 3)","Caty Husbands","",2389,23.05,21430,5395,22,22,"0","0"
91,"Englewood School District School Board Director (Vote For 3)","Tena Prange","",2493,24.05,21430,5395,22,22,"0","0"
92,"Sheridan School District No. 2 Board of Education Director District A (Vote For 1)","Daniel C. Stange","",494,55.20,6665,1515,7,7,"0","0"
93,"Sheridan School District No. 2 Board of Education Director District A (Vote For 1)","Ronald L. Carter","",401,44.80,6665,1515,7,7,"0","0"
94,"Sheridan School District No. 2 Board of Education Director District C (Vote For 1)","Sally J. Daigle","",468,52.41,6665,1515,7,7,"0","0"
95,"Sheridan School District No. 2 Board of Education Director District C (Vote For 1)","Karla L. Cuevas Flores","",425,47.59,6665,1515,7,7,"0","0"
96,"Sheridan School District No. 2 Board of Education Director District D (Vote For 1)","Karla Najera","",796,100.00,6665,1515,7,7,"0","0"
97,"Sheridan School District No. 2 Board of Education Director District E (Vote For 1)","Bernadette Saleh","",456,51.70,6665,1515,7,7,"0","0"
98,"Sheridan School District No. 2 Board of Education Director District E (Vote For 1)","Indira S. Guzman-Sais","",426,48.30,6665,1515,7,7,"0","0"
99,"City of Sheridan Ballot Issue 2A (Vote For 1)","Yes","",511,60.83,3596,853,3,3,"0","0"
100,"City of Sheridan Ballot Issue 2A (Vote For 1)","No","",329,39.17,3596,853,3,3,"0","0"
101,"Town of Foxfield Ballot Issue 2B (Vote For 1)","Yes","",152,42.22,655,360,2,2,"0","0"
102,"Town of Foxfield Ballot Issue 2B (Vote For 1)","No","",208,57.78,655,360,2,2,"0","0"
103,"City of Littleton Ballot Issue 2C (Vote For 1)","Yes","",8671,78.64,31585,10597,33,33,"0","0"
104,"City of Littleton Ballot Issue 2C (Vote For 1)","No","",2355,21.36,31585,10597,33,33,"0","0"
105,"City of Littleton Ballot Issue 2D (Vote For 1)","Yes","",7167,66.12,31585,10597,33,33,"0","0"
106,"City of Littleton Ballot Issue 2D (Vote For 1)","No","",3672,33.88,31585,10597,33,33,"0","0"
107,"City of Aurora Ballot Question 2K (Vote For 1)","Yes","",20441,51.13,192346,41223,173,173,"0","0"
108,"City of Aurora Ballot Question 2K (Vote For 1)","No","",19536,48.87,192346,41223,173,173,"0","0"
109,"Byers School District 32J Ballot Question 3A (Vote For 1)","Yes","",62,14.76,1444,422,1,1,"0","0"
110,"Byers School District 32J Ballot Question 3A (Vote For 1)","No","",358,85.24,1444,422,1,1,"0","0"
111,"Byers School District 32J Ballot Question 3B (Vote For 1)","For","",212,50.72,1444,422,1,1,"0","0"
112,"Byers School District 32J Ballot Question 3B (Vote For 1)","Against","",206,49.28,1444,422,1,1,"0","0"
113,"Valley Sanitation District Ballot Issue 4A (Vote For 1)","Yes","",818,69.91,6175,1917,8,8,"0","0"
114,"Valley Sanitation District Ballot Issue 4A (Vote For 1)","No","",352,30.09,6175,1917,8,8,"0","0"
115,"South Suburban Park and Recreation District Ballot Issue 4B (Vote For 1)","Yes","",26051,79.22,93527,32360,100,100,"0","0"
116,"South Suburban Park and Recreation District Ballot Issue 4B (Vote For 1)","No","",6835,20.78,93527,32360,100,100,"0","0"
117,"South Suburban Park and Recreation District Ballot Issue 4C (Vote For 1)","Yes","",22935,69.81,93527,32360,100,100,"0","0"
118,"South Suburban Park and Recreation District Ballot Issue 4C (Vote For 1)","No","",9917,30.19,93527,32360,100,100,"0","0"
119,"Bennett Fire Protection District No. 7 Ballot Issue 4D (Vote For 1)","Yes","",393,53.98,3321,749,7,7,"0","0"
120,"Bennett Fire Protection District No. 7 Ballot Issue 4D (Vote For 1)","No","",335,46.02,3321,749,7,7,"0","0"
121,"Sable-Altura Fire Protection District Ballot Issue 4E (Vote For 1)","Yes","",123,54.91,4016,846,9,9,"0","0"
122,"Sable-Altura Fire Protection District Ballot Issue 4E (Vote For 1)","No","",101,45.09,4016,846,9,9,"0","0"
123,"Strasburg Fire Protection District No. 8 Ballot Issue 4F (Vote For 1)","Yes","",187,49.73,3559,785,4,4,"0","0"
124,"Strasburg Fire Protection District No. 8 Ballot Issue 4F (Vote For 1)","No","",189,50.27,3559,785,4,4,"0","0"
125,"Sheridan Sanitation District No. 1 Ballot Issue 5A (Vote For 1)","Yes","",72,52.17,2815,684,3,3,"0","0"
126,"Sheridan Sanitation District No. 1 Ballot Issue 5A (Vote For 1)","No","",66,47.83,2815,684,3,3,"0","0"
